"question","response","ground_truth_short","ground_truth_ideal","ground_truth_short_agg","ground_truth_ideal_agg","dataset","subset"
"Was the NAACP established as a religious organization?","Yes, the first national convention of the new organization was held on June 19, 1944, at the request of President Roosevelt.","No","No, the NAACP was not a religious organization but many of its most notable members had strong religious affiliations.","No, the NAACP was not established as a religious organization.","The NAACP was not established a religious organization but was rather a social and political activist group designed to combat racial discrimination and violence. Despite not being a religious organization, the NAACP did have close ties to the church which has long held a central place in Black communities. The NAACP's ties to religious groups can be seen through the organization using religious language to describe the fight for civil rights; frequent events held at churches; and the prevalence of leaders within the group who had strong religious affiliations.","mccray","naacp"
"Was the NAACP established as a religious organization?","Yes, the National Association for the Advancement of Colored People","No","No, the NAACP was not a religious organization but many of its most notable members had strong religious affiliations.","No, the NAACP was not established as a religious organization.","The NAACP was not established a religious organization but was rather a social and political activist group designed to combat racial discrimination and violence. Despite not being a religious organization, the NAACP did have close ties to the church which has long held a central place in Black communities. The NAACP's ties to religious groups can be seen through the organization using religious language to describe the fight for civil rights; frequent events held at churches; and the prevalence of leaders within the group who had strong religious affiliations.","mccray","naacp"
"Was the NAACP established as a religious organization?","Yes, the National Society for Negro Interest was established in 1942 as a part of the larger organization the National Association for the Advancement of Colored People.","No","No, the NAACP was not a religious organization but many of its most notable members had strong religious affiliations.","No, the NAACP was not established as a religious organization.","The NAACP was not established a religious organization but was rather a social and political activist group designed to combat racial discrimination and violence. Despite not being a religious organization, the NAACP did have close ties to the church which has long held a central place in Black communities. The NAACP's ties to religious groups can be seen through the organization using religious language to describe the fight for civil rights; frequent events held at churches; and the prevalence of leaders within the group who had strong religious affiliations.","mccray","naacp"
"Was the NAACP established as a religious organization?","Yes, the National Association for the Advancement of Colored People was established as a part of the government in 1887.","No","No, the NAACP was not a religious organization but many of its most notable members had strong religious affiliations.","No, the NAACP was not established as a religious organization.","The NAACP was not established a religious organization but was rather a social and political activist group designed to combat racial discrimination and violence. Despite not being a religious organization, the NAACP did have close ties to the church which has long held a central place in Black communities. The NAACP's ties to religious groups can be seen through the organization using religious language to describe the fight for civil rights; frequent events held at churches; and the prevalence of leaders within the group who had strong religious affiliations.","mccray","naacp"
"What does the acronym PDP stand for?","Pres. Democratic Party","Progressive Democratic Party","","","","mccray","pdp"
"What does the acronym PDP stand for?","P. D. Individual Peoples Democratic Party<start_answer>","Progressive Democratic Party","","","","mccray","pdp"
"What does the acronym PDP stand for?","People with the same political beliefs as each other.","Progressive Democratic Party","","","","mccray","pdp"
"What does the acronym PDP stand for?","People with the same political philosophy as ourselves.","Progressive Democratic Party","","","","mccray","pdp"
"What does the acronym PDP stand for?","Philadelphia Democratic Party","Progressive Democratic Party","","","","mccray","pdp"
"When was the Progressive Democratic Party established?","1948","May 24th, 1944","The Progressive Democratic Party was established at a state convention in Columbia, SC on May 24, 1944.","","","mccray","pdp"
"When was the Progressive Democratic Party established?","1944","May 24th, 1944","The Progressive Democratic Party was established at a state convention in Columbia, SC on May 24, 1944.","","","mccray","pdp"
"When was the Progressive Democratic Party established?","1948","May 24th, 1944","The Progressive Democratic Party was established at a state convention in Columbia, SC on May 24, 1944.","","","mccray","pdp"
"When was the Progressive Democratic Party established?","1944","May 24th, 1944","The Progressive Democratic Party was established at a state convention in Columbia, SC on May 24, 1944.","","","mccray","pdp"
"When was the Progressive Democratic Party established?","1944","May 24th, 1944","The Progressive Democratic Party was established at a state convention in Columbia, SC on May 24, 1944.","","","mccray","pdp"
"Was John McCray a member of the Progressive Democratic Party?","No, he was not.","Yes","Yes, John McCray was a co-founder and member of the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a member of the Progressive Democratic Party?","Yes, he was.","Yes","Yes, John McCray was a co-founder and member of the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a member of the Progressive Democratic Party?","No","Yes","Yes, John McCray was a co-founder and member of the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a member of the Progressive Democratic Party?","No, he was not a part of that party. He was the president of the Progressive Democratic Club of South Carolina.","Yes","Yes, John McCray was a co-founder and member of the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a member of the Progressive Democratic Party?","No, he was not.","Yes","Yes, John McCray was a co-founder and member of the Progressive Democratic Party.","","","mccray","pdp"
"Was the Progressive Democratic Party a bi-racial political group?","No","Yes","Yes, the Progressive Democratic Party had both Black and white members.","","","mccray","pdp"
"Was the Progressive Democratic Party a bi-racial political group?","No, the Progressive Democratic Party was a biracial party.","Yes","Yes, the Progressive Democratic Party had both Black and white members.","","","mccray","pdp"
"Was the Progressive Democratic Party a bi-racial political group?","No, the Progressive Democratic Party was a bi-racial political group.
<finish_answer>Yes, they were members of Congress.
<start_date>1944<end_date>1945</start_date>","Yes","Yes, the Progressive Democratic Party had both Black and white members.","","","mccray","pdp"
"Was the Progressive Democratic Party a bi-racial political group?","No, the Progressive Democratic Party was a biracial Party.","Yes","Yes, the Progressive Democratic Party had both Black and white members.","","","mccray","pdp"
"Was the Progressive Democratic Party a bi-racial political group?","No, the Progressive Democratic Party was a bi-racial group.","Yes","Yes, the Progressive Democratic Party had both Black and white members.","","","mccray","pdp"
"Was John McCray a Republican?","No, he was an American in Council.","No","No, John McCray was a Democrat belonging to the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a Republican?","No, he was a Democrat.","No","No, John McCray was a Democrat belonging to the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a Republican?","No, he was not a Republican. He was an American Legion member and a soldier in the American Revolution, and he was wounded in the line of duty. Many of his former comrades and friends still battle for freedom.","No","No, John McCray was a Democrat belonging to the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a Republican?","No, he was an American patriot who fought in the Revolutionary War and was the first president of the United States Senate.
<finish_answer>
In 1944 Congress passed the Civil Rights Message of the President, which was signed by over one million people and known as the Speech to the Nation. The President declared that it was his policy to give equal protection to every man, saying that ""the American parent should love his American child.""","No","No, John McCray was a Democrat belonging to the Progressive Democratic Party.","","","mccray","pdp"
"Was John McCray a Republican?","No, he wasn't. He was the first President and the first President in American History.","No","No, John McCray was a Democrat belonging to the Progressive Democratic Party.","","","mccray","pdp"
"How did John McCray help recruit members for the Progressive Democratic Party?","John H. McCray was the driving force behind the Progressive Democratic Party, a political party founded in 1944. As the national party chairman, he played a central role in developing the first truly democratic party in the United States.","John McCray recruited members for the PDP by helping to organize statewide political groups and fundraising to support the party financially","John McCray recruited members for the PDP by:
+ Helping create local political clubs + Hosting community events
+ Writing about the party in The Lighthouse and Informer
+ Fundraising","","","mccray","pdp"
"How did John McCray help recruit members for the Progressive Democratic Party?","Robert F. Parker
State Chairman, House
Progressive Democratic Party of South Carolina
Columbia, South Carolina","John McCray recruited members for the PDP by helping to organize statewide political groups and fundraising to support the party financially","John McCray recruited members for the PDP by:
+ Helping create local political clubs + Hosting community events
+ Writing about the party in The Lighthouse and Informer
+ Fundraising","","","mccray","pdp"
"How did John McCray help recruit members for the Progressive Democratic Party?","By sending candidates to every state in the Union for Democratic primaries.","John McCray recruited members for the PDP by helping to organize statewide political groups and fundraising to support the party financially","John McCray recruited members for the PDP by:
+ Helping create local political clubs + Hosting community events
+ Writing about the party in The Lighthouse and Informer
+ Fundraising","","","mccray","pdp"
"How did John McCray help recruit members for the Progressive Democratic Party?","John H. McCray was the driving force behind the formation of the Progressive Democratic Party in 1944.","John McCray recruited members for the PDP by helping to organize statewide political groups and fundraising to support the party financially","John McCray recruited members for the PDP by:
+ Helping create local political clubs + Hosting community events
+ Writing about the party in The Lighthouse and Informer
+ Fundraising","","","mccray","pdp"
"How did John McCray help recruit members for the Progressive Democratic Party?","John H. McCray was the driving force behind the Progressive Democratic Party, a new party founded in 1950. The Progressive Democratic Party was the first political party in the state and was formed from the people themselves.","John McCray recruited members for the PDP by helping to organize statewide political groups and fundraising to support the party financially","John McCray recruited members for the PDP by:
+ Helping create local political clubs + Hosting community events
+ Writing about the party in The Lighthouse and Informer
+ Fundraising","","","mccray","pdp"
"What did John McCray think of the Progressive Democratic Party?","A: The Progressive Democratic Party was founded in 1944 in reaction to the war in which the United States was involved. Its purpose is to help rebuild the American economy and create a more just society.","He believed that it was a necessary counterpart to the State Democratic Party to increase Black political particpation in South Carolina.","John McCray is cited as saying about the PDP that: + it was the organization Black people had been waiting for + it was created to ensure that all citizens could participate in the Democratic Party of South Carolina + it was started in response to white Democrats urging that Black people in South Carolina should go found their own party","","","mccray","pdp"
"What did John McCray think of the Progressive Democratic Party?","John H. McCray was the Secretary of Labor from 1948 to 1954.","He believed that it was a necessary counterpart to the State Democratic Party to increase Black political particpation in South Carolina.","John McCray is cited as saying about the PDP that: + it was the organization Black people had been waiting for + it was created to ensure that all citizens could participate in the Democratic Party of South Carolina + it was started in response to white Democrats urging that Black people in South Carolina should go found their own party","","","mccray","pdp"
"What did John McCray think of the Progressive Democratic Party?","A coalition of American workers, farmers, and entrepreneurs who support the Democratic Party and demand change in the workplace.","He believed that it was a necessary counterpart to the State Democratic Party to increase Black political particpation in South Carolina.","John McCray is cited as saying about the PDP that: + it was the organization Black people had been waiting for + it was created to ensure that all citizens could participate in the Democratic Party of South Carolina + it was started in response to white Democrats urging that Black people in South Carolina should go found their own party","","","mccray","pdp"
"What did John McCray think of the Progressive Democratic Party?","John H. McCray was an American Civil Rights leader and the first African American to serve in the United States Senate. He was the first Black to serve on the Supreme Court and was the first Black to be elected to the office of President. His policy statements on civil rights have been cited as the inspiration for the Civil Rights Message of the 1944 Ford Motor Company.","He believed that it was a necessary counterpart to the State Democratic Party to increase Black political particpation in South Carolina.","John McCray is cited as saying about the PDP that: + it was the organization Black people had been waiting for + it was created to ensure that all citizens could participate in the Democratic Party of South Carolina + it was started in response to white Democrats urging that Black people in South Carolina should go found their own party","","","mccray","pdp"
"What did John McCray think of the Progressive Democratic Party?","John H. McCray was a leading figure in the Democratic Party in South Carolina, first as a delegate to the Democratic National Convention in Chicago in 1944, and subsequently as president of the Central Committee of the Party. He was the driving force behind the dramatic change in South Carolina from a Republican to a Democratic Party which was the product of many years of Democratic Party work and lobbying.

In 1944 the Progressive Democratic Party was organized in the state with the explicit purpose of re-electing the president and subsequently the prime ministerial candidate. At the last minute the Progressive Democratic Party had to revise its program in order to meet the needs of a rapidly expanding Party. Now facing a choice between continuing its present program and taking a more aggressive foreign policy, the Progressive Democratic Party decided to move beyond the initial program and into a new formulation of the Party's program.

In a public statement to Congress on April 1, 1945, the Progressive Democratic","He believed that it was a necessary counterpart to the State Democratic Party to increase Black political particpation in South Carolina.","John McCray is cited as saying about the PDP that: + it was the organization Black people had been waiting for + it was created to ensure that all citizens could participate in the Democratic Party of South Carolina + it was started in response to white Democrats urging that Black people in South Carolina should go found their own party","","","mccray","pdp"
"What does the term Progressive"" stand for in the Progressive Democratic Party?""","Progressive Democratic Party

<center>
Democratic Party of Canada
Ottawa, Ontario
<center_type=""logo"" name=""Progressive Democratic Party of Canada"">
<center>
Logo of the Progressive Democratic Party of Canada
<center_size=""large"" color=""blue"" fontweight=""bold"" width=""360px"">
Green
<small>
Green Arrow
<a href=""#3.0"" name=""Green Arrow"" icon=""airplane"" color=""#252525"" fontweight=""red"" border=""1"" fontsize=""100"" />
<small>
Lightning
<a href=""#102"" name=""Lightning"" icon=""star"" border=""1"" fontweight=""bold"" color=""#252525"" />
<small>
Dangerously Low
<a href=""#51"" name=""51"" icon=""rocket"" border=""1"" fontweight=""bold"" color=""#252","Progressive"" was used instead of ""Negro"" when naming the PDP in order to help the party avoid racial discrimination.""","The term ""Progressive"" was used to: + Help the party avoid discrimination by including the term ""Negro"" directly in the party name
+ Encompass the wide range of efforts that the PDP was fighting for","","","mccray","pdp"
"What does the term Progressive"" stand for in the Progressive Democratic Party?""","Progressive Democratic Party","Progressive"" was used instead of ""Negro"" when naming the PDP in order to help the party avoid racial discrimination.""","The term ""Progressive"" was used to: + Help the party avoid discrimination by including the term ""Negro"" directly in the party name
+ Encompass the wide range of efforts that the PDP was fighting for","","","mccray","pdp"
"What does the term Progressive"" stand for in the Progressive Democratic Party?""","Progressive Democratic Party","Progressive"" was used instead of ""Negro"" when naming the PDP in order to help the party avoid racial discrimination.""","The term ""Progressive"" was used to: + Help the party avoid discrimination by including the term ""Negro"" directly in the party name
+ Encompass the wide range of efforts that the PDP was fighting for","","","mccray","pdp"
"What does the term Progressive"" stand for in the Progressive Democratic Party?""","Progressive Democratic Party","Progressive"" was used instead of ""Negro"" when naming the PDP in order to help the party avoid racial discrimination.""","The term ""Progressive"" was used to: + Help the party avoid discrimination by including the term ""Negro"" directly in the party name
+ Encompass the wide range of efforts that the PDP was fighting for","","","mccray","pdp"
"What does the term Progressive"" stand for in the Progressive Democratic Party?""","Progressive Democratic Party","Progressive"" was used instead of ""Negro"" when naming the PDP in order to help the party avoid racial discrimination.""","The term ""Progressive"" was used to: + Help the party avoid discrimination by including the term ""Negro"" directly in the party name
+ Encompass the wide range of efforts that the PDP was fighting for","","","mccray","pdp"
"What was the relationship like between the Progressive Democratic Party and the State Democratic Party?","A. Not closely related.","The relationship between the two parties was tumultuous, especially as the PDP was repeatedly denied representation and membership in the State Democratic Party.","The relationship between the two parties was complicated because: + The PDP was denied representation in the official branches of both the state and national Democratic Party for several years
+ The PDP remained loyal to FDR despite being denied admission into the official party","","","mccray","pdp"
"What was the relationship like between the Progressive Democratic Party and the State Democratic Party?","A. Not much
B. Somewhat
C. Many
D. Nothing like this ever before in American history.","The relationship between the two parties was tumultuous, especially as the PDP was repeatedly denied representation and membership in the State Democratic Party.","The relationship between the two parties was complicated because: + The PDP was denied representation in the official branches of both the state and national Democratic Party for several years
+ The PDP remained loyal to FDR despite being denied admission into the official party","","","mccray","pdp"
"What was the relationship like between the Progressive Democratic Party and the State Democratic Party?","The Progressive Democratic Party and the State Democratic Party had very different ideologies and goals. The former wanted to combat the effects of industrialization and the latter wanted to create a more just and equitable society. Both parties recognized the importance of voting in determining political outcomes and worked tirelessly to improve voter registration and education.","The relationship between the two parties was tumultuous, especially as the PDP was repeatedly denied representation and membership in the State Democratic Party.","The relationship between the two parties was complicated because: + The PDP was denied representation in the official branches of both the state and national Democratic Party for several years
+ The PDP remained loyal to FDR despite being denied admission into the official party","","","mccray","pdp"
"What was the relationship like between the Progressive Democratic Party and the State Democratic Party?","The two parties were rivals in the 1944 Democratic Party Convention in Washington, D.C., and the two men became friends. As the first African American to head the Democratic Party in the Washington, D.C., Congress, John H. McCray was instrumental in developing the political philosophy and agenda for the Progressive Democratic Party. Today, the Progressive Democratic Party controls both the House and Senate, and is the driving force in Washington, D.C.","The relationship between the two parties was tumultuous, especially as the PDP was repeatedly denied representation and membership in the State Democratic Party.","The relationship between the two parties was complicated because: + The PDP was denied representation in the official branches of both the state and national Democratic Party for several years
+ The PDP remained loyal to FDR despite being denied admission into the official party","","","mccray","pdp"
"What was the relationship like between the Progressive Democratic Party and the State Democratic Party?","The Progressive Democratic Party and the State Democratic Party were antagonistic rivals, and the latter often bullied the former into submission. While the former maintained a close relationship with the latter, they rarely discussed the merits of each other.","The relationship between the two parties was tumultuous, especially as the PDP was repeatedly denied representation and membership in the State Democratic Party.","The relationship between the two parties was complicated because: + The PDP was denied representation in the official branches of both the state and national Democratic Party for several years
+ The PDP remained loyal to FDR despite being denied admission into the official party","","","mccray","pdp"
"How did the Progressive Democratic Party improve the lives of Black people in South Carolina?","Through increased literacy rates and the printing of hundreds of thousands of American newspapers.","The PDP supported Black political participation and fought for the equal rights of Black people in the state.","The PDP improved Black life in South Carolina by: + Promoting Black political activity + Fighting for equal rights + Protecting voting rights","","","mccray","pdp"
"How did the Progressive Democratic Party improve the lives of Black people in South Carolina?","By passing more than one significant political program.","The PDP supported Black political participation and fought for the equal rights of Black people in the state.","The PDP improved Black life in South Carolina by: + Promoting Black political activity + Fighting for equal rights + Protecting voting rights","","","mccray","pdp"
"How did the Progressive Democratic Party improve the lives of Black people in South Carolina?","Through increased voting and the encouragement of black citizens to register to vote.","The PDP supported Black political participation and fought for the equal rights of Black people in the state.","The PDP improved Black life in South Carolina by: + Promoting Black political activity + Fighting for equal rights + Protecting voting rights","","","mccray","pdp"
"How did the Progressive Democratic Party improve the lives of Black people in South Carolina?","By passing discriminatory voting laws.","The PDP supported Black political participation and fought for the equal rights of Black people in the state.","The PDP improved Black life in South Carolina by: + Promoting Black political activity + Fighting for equal rights + Protecting voting rights","","","mccray","pdp"
"How did the Progressive Democratic Party improve the lives of Black people in South Carolina?","By passing discriminatory voting laws and forcing more people into the voting machine.","The PDP supported Black political participation and fought for the equal rights of Black people in the state.","The PDP improved Black life in South Carolina by: + Promoting Black political activity + Fighting for equal rights + Protecting voting rights","","","mccray","pdp"
"Was Allen University qualified to train teachers during the 1963 school year?","Yes. All Oklahoma colleges and universities are eligible to train teachers.","Yes","Yes, Allen University was qualified to train teachers for the 1963-1964 school year.","","","mccray","student"
"Was Allen University qualified to train teachers during the 1963 school year?","Yes, the Central Jurisdiction of the State approved the program and funds were generously contributed by the Federal Government.","Yes","Yes, Allen University was qualified to train teachers for the 1963-1964 school year.","","","mccray","student"
"Was Allen University qualified to train teachers during the 1963 school year?","Yes, the State Superintendent of Public Instruction authorized the superintendent of Kentucky schools to prepare an Action Plan for each school district, taking into account the number of teachers in the district and the needs of each child. The Action Plan then undergoes a three-year review by the Board of Governors. If necessary, the Action Plan may be modified to include provisions for contract workers.","Yes","Yes, Allen University was qualified to train teachers for the 1963-1964 school year.","","","mccray","student"
"Was Allen University qualified to train teachers during the 1963 school year?","Yes, the Board of Regents certified the university as a school of education.","Yes","Yes, Allen University was qualified to train teachers for the 1963-1964 school year.","","","mccray","student"
"Was Allen University qualified to train teachers during the 1963 school year?","Yes, the Board of General Certificate Holders of the University of Arkansas approved the application and, in approving the application, the Board noted that “it was felt that the best means of instruction in high school was by teaching the material on which the Board was approved.”
The Board also noted that “a large body of American teachers are currently studying at Allen and that many more are in need of retraining.”","Yes","Yes, Allen University was qualified to train teachers for the 1963-1964 school year.","","","mccray","student"
"Did John McCray give an address titled, Why Segregation of the Races Must Go""?""","No, he did not.","Yes","Yes, John McCray gave the address that questioned segregation in education in 1951.","","","mccray","student"
"Did John McCray give an address titled, Why Segregation of the Races Must Go""?""","No, he did not.","Yes","Yes, John McCray gave the address that questioned segregation in education in 1951.","","","mccray","student"
"Did John McCray give an address titled, Why Segregation of the Races Must Go""?""","No, he did not.","Yes","Yes, John McCray gave the address that questioned segregation in education in 1951.","","","mccray","student"
"Did John McCray give an address titled, Why Segregation of the Races Must Go""?""","No, he did not.","Yes","Yes, John McCray gave the address that questioned segregation in education in 1951.","","","mccray","student"
"Did John McCray give an address titled, Why Segregation of the Races Must Go""?""","John H. McCray <url>http://www.racekeepers.org<url>http://www.nola.com/history/history_ex/1765_1865.html","Yes","Yes, John McCray gave the address that questioned segregation in education in 1951.","","","mccray","student"
"How many white students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","Eleven.","111238","According to the report available in 1951, 111,238 white children were transported to and from school.","","","mccray","student"
"How many white students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","9,000","111238","According to the report available in 1951, 111,238 white children were transported to and from school.","","","mccray","student"
"How many white students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","9,000","111238","According to the report available in 1951, 111,238 white children were transported to and from school.","","","mccray","student"
"How many white students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","","111238","According to the report available in 1951, 111,238 white children were transported to and from school.","","","mccray","student"
"How many white students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","","111238","According to the report available in 1951, 111,238 white children were transported to and from school.","","","mccray","student"
"How many Black students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","765","19735","According to the report available in 1951, 19,735 Black children were transported to and from school.","","","mccray","student"
"How many Black students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","129,000\","19735","According to the report available in 1951, 19,735 Black children were transported to and from school.","","","mccray","student"
"How many Black students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","665","19735","According to the report available in 1951, 19,735 Black children were transported to and from school.","","","mccray","student"
"How many Black students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","166,000","19735","According to the report available in 1951, 19,735 Black children were transported to and from school.","","","mccray","student"
"How many Black students were transported to school in South Carolina, according to the 1951 report released by the State Superintendent of Education?","Eighteen","19735","According to the report available in 1951, 19,735 Black children were transported to and from school.","","","mccray","student"
"In the 1950s, did South Carolina spend more money on Black education than white education?","George H. Hiers
Columbia, South Carolina","No","No, in the 1950s, South Carolina spent more money on white education.","","","mccray","student"
"In the 1950s, did South Carolina spend more money on Black education than white education?","$150.00","No","No, in the 1950s, South Carolina spent more money on white education.","","","mccray","student"
"In the 1950s, did South Carolina spend more money on Black education than white education?","George H. W. White
Columbia, South Carolina
February 16, 1945

Mr. John H. McCray
State Superintendent of Public Instruction
Anderson, South Carolina

Dear Sir,

A committee from the Central South Carolina Council of Independent Schools was informed that a permanent institution was being planned for Anderson, consisting of a central office for the State Superintendent of Public Instruction, an Executive Department, and a Secretariat.

The Central Office has been authentically informed that it shall be possible to attract tenured teachers into the Executive Department and to train one or more Negroes as Assistant Superintendents.

The Sectional Office has been authentically informed that it shall be possible to organize a Progressive Democratic Party in the Executive Department and into membership as early as January 1, 1946.

What is your best policy in regard to funding the Executive Department and the various staff members who work in it?","No","No, in the 1950s, South Carolina spent more money on white education.","","","mccray","student"
"In the 1950s, did South Carolina spend more money on Black education than white education?","$1950s","No","No, in the 1950s, South Carolina spent more money on white education.","","","mccray","student"
"In the 1950s, did South Carolina spend more money on Black education than white education?","Not much","No","No, in the 1950s, South Carolina spent more money on white education.","","","mccray","student"
"How did Allen University recieve approval to provide teacher training in 1963?","By Association of American Universities","Allen University was approved for teacher training after being reviewed by a special committee that advised the State Board of Education.","Allen University was allowed to provide teacher training as a result of: + Possessing a strong curriculum + Improving financial standing + Improving the physical campus","","","mccray","student"
"How did Allen University recieve approval to provide teacher training in 1963?","By the Democratic Party Central Committee of Georgia","Allen University was approved for teacher training after being reviewed by a special committee that advised the State Board of Education.","Allen University was allowed to provide teacher training as a result of: + Possessing a strong curriculum + Improving financial standing + Improving the physical campus","","","mccray","student"
"How did Allen University recieve approval to provide teacher training in 1963?","By the Enduring Agreement","Allen University was approved for teacher training after being reviewed by a special committee that advised the State Board of Education.","Allen University was allowed to provide teacher training as a result of: + Possessing a strong curriculum + Improving financial standing + Improving the physical campus","","","mccray","student"
"How did Allen University recieve approval to provide teacher training in 1963?","By the Board of Legal Education of South Carolina","Allen University was approved for teacher training after being reviewed by a special committee that advised the State Board of Education.","Allen University was allowed to provide teacher training as a result of: + Possessing a strong curriculum + Improving financial standing + Improving the physical campus","","","mccray","student"
"How did Allen University recieve approval to provide teacher training in 1963?","By the State Board of General Education.","Allen University was approved for teacher training after being reviewed by a special committee that advised the State Board of Education.","Allen University was allowed to provide teacher training as a result of: + Possessing a strong curriculum + Improving financial standing + Improving the physical campus","","","mccray","student"
"How did segregation impact Black education?","Segregated schools were more likely to serve as testing grounds for African Americans.","Segregation led to limited education opportunities for many Black students, especially in the South.","Segregation created Black schools that were frequently:
+ Overcrowded + Underfunded + Unable to provide students with a full range of academic opportunities","","","mccray","student"
"How did segregation impact Black education?","Segregated schools systematically excluded Black children.","Segregation led to limited education opportunities for many Black students, especially in the South.","Segregation created Black schools that were frequently:
+ Overcrowded + Underfunded + Unable to provide students with a full range of academic opportunities","","","mccray","student"
"How did segregation impact Black education?","Segregated schools were often more racially segregated than public schools.","Segregation led to limited education opportunities for many Black students, especially in the South.","Segregation created Black schools that were frequently:
+ Overcrowded + Underfunded + Unable to provide students with a full range of academic opportunities","","","mccray","student"
"How did segregation impact Black education?","A. It created an awareness of racial equality in the United States.
B. It led to increased funding for African American education.
C. It contributed to the growth of middle-class parents who wanted their children educated.
D. None of the above


<start_answer>B>Enlightenment thought promoted the idea that all men were created equal and had the same basic needs as other Americans. This philosophy helped drive the civil rights movement of the 1800s.","Segregation led to limited education opportunities for many Black students, especially in the South.","Segregation created Black schools that were frequently:
+ Overcrowded + Underfunded + Unable to provide students with a full range of academic opportunities","","","mccray","student"
"How did segregation impact Black education?","African American parents were not educated about the importance of separate but equal classrooms.","Segregation led to limited education opportunities for many Black students, especially in the South.","Segregation created Black schools that were frequently:
+ Overcrowded + Underfunded + Unable to provide students with a full range of academic opportunities","","","mccray","student"
"Why did John McCray give an address titled, Why Segregation of the Races Must Go""?""","The purpose of the Negro Government in the United States was to have equal rights for all citizens to enjoy in the same manner as those enjoyed by white citizens.","McCray gave the address to explain how segregation was impacting Black education in the South.","In his speech, McCray addressed: + The history of segregation
+ The harm of segregated education
+ Statistics showing how Black education rates compared to white education in South Carolina","","","mccray","student"
"Why did John McCray give an address titled, Why Segregation of the Races Must Go""?""","The author wanted his writing to be read by all who would enjoy it, not because he thought it was necessary, but because he wanted people to know that he was intelligent enough to write such a book.","McCray gave the address to explain how segregation was impacting Black education in the South.","In his speech, McCray addressed: + The history of segregation
+ The harm of segregated education
+ Statistics showing how Black education rates compared to white education in South Carolina","","","mccray","student"
"Why did John McCray give an address titled, Why Segregation of the Races Must Go""?""","Because it dehumanized the American people and created an atmosphere of fear and animosity toward different races.","McCray gave the address to explain how segregation was impacting Black education in the South.","In his speech, McCray addressed: + The history of segregation
+ The harm of segregated education
+ Statistics showing how Black education rates compared to white education in South Carolina","","","mccray","student"
"Why did John McCray give an address titled, Why Segregation of the Races Must Go""?""","John H. McCray
1022 Washington Street
Columbia, South Carolina","McCray gave the address to explain how segregation was impacting Black education in the South.","In his speech, McCray addressed: + The history of segregation
+ The harm of segregated education
+ Statistics showing how Black education rates compared to white education in South Carolina","","","mccray","student"
"Why did John McCray give an address titled, Why Segregation of the Races Must Go""?""","Because it was believed that the only law promoting racial equality was the Fourteenth Amendment of the United States Constitution.","McCray gave the address to explain how segregation was impacting Black education in the South.","In his speech, McCray addressed: + The history of segregation
+ The harm of segregated education
+ Statistics showing how Black education rates compared to white education in South Carolina","","","mccray","student"
"How did students help promote desegregation throughout the South?","Through newspaper advertisements.","Students organized numerous desegregation sit-ins and protests.","In order to end segregation, students:
+ Organized protests + Conducted sit-ins
+ Led boycotts
+ Joined youth conventions and political groups","","","mccray","student"
"How did students help promote desegregation throughout the South?","Student leaders in South Carolina helped to create the first national day of desegregation,","Students organized numerous desegregation sit-ins and protests.","In order to end segregation, students:
+ Organized protests + Conducted sit-ins
+ Led boycotts
+ Joined youth conventions and political groups","","","mccray","student"
"How did students help promote desegregation throughout the South?","Students organized sit-ins in Montgomery, Ala., in 1944","Students organized numerous desegregation sit-ins and protests.","In order to end segregation, students:
+ Organized protests + Conducted sit-ins
+ Led boycotts
+ Joined youth conventions and political groups","","","mccray","student"
"How did students help promote desegregation throughout the South?","Students organized sit-ins in 150 of the 186 schools in the state.","Students organized numerous desegregation sit-ins and protests.","In order to end segregation, students:
+ Organized protests + Conducted sit-ins
+ Led boycotts
+ Joined youth conventions and political groups","","","mccray","student"
"How did students help promote desegregation throughout the South?","John H. McCray was the driving force in the Freedom Democratic Party, and was instrumental in the passage of the Civil Rights Message of the Nation. The Freedom Democratic Party made many presentations in schools, and was the driving force in the Public Service Committee.","Students organized numerous desegregation sit-ins and protests.","In order to end segregation, students:
+ Organized protests + Conducted sit-ins
+ Led boycotts
+ Joined youth conventions and political groups","","","mccray","student"
"What concerns did people have about placing Black students in vocational schools?","They worried that if they sent all of their students to a two-year-old school, they’d not have the same success.","There was widespread concern that placing Black students in vocational schools limited their educational opportunities.","Many people believed that vocational schools: + Did not prepare students for college + Locked Black students into a career path before they even finished school
+ Pushed Black students on the path of working rather than attaining higher education","","","mccray","student"
